restaurant_id,restaurant_name,num_reviews_in_matrix,avg_rating_in_matrix,total_reviewers
b46ee5100d18,Dunkin',110,3.409090909090909,110
c2955b7f7b59,Fannie May,110,4.554545454545455,110
b439d026f8e9,Captain D's,110,4.4,110
b3ee9dd174ff,Freddy's Frozen Custard & Steakburgers,110,3.6818181818181817,110
b3694884f9ff,Perkins American Food Co.,110,3.890909090909091,110
a6499ebbe0de,La-Z-Boy Champaign,110,4.636363636363637,110
a60c5bffeeb3,TCBY,110,4.209090909090909,110
a60674cb14ca,Mad Goat Coffee,110,4.609090909090909,110
9acd45b82d98,Golden Wok,110,3.9727272727272727,110
9a9ae11fa4e4,Little Caesars Pizza,110,3.0454545454545454,110
99aa0eb1ce8f,Shawluxe Premier Renovations,110,4.881818181818182,110
99832861e651,Sakura Japanese Cuisine,110,4.290909090909091,110
9870faf209a4,Global Smoke & Vape,110,4.927272727272728,110
986dea5e5719,Mo's Burritos Restaurant,110,4.7727272727272725,110
96ae2e580c9b,Stardust Vapors,110,4.9,110
cb795513686e,Chophouse on Main,110,3.9727272727272727,110
95bfce620535,Fresh International Market,110,4.1,110
958f8df03cf2,Cocomero,110,4.236363636363636,110
cbcca86f648a,Walgreens,110,1.690909090909091,110
948e09bd96c2,Pizzeria Antica,110,3.8727272727272726,110
94827fcd0372,Ko Fusion,110,4.0636363636363635,110
93a59b728d0b,Golden Crab - Boiled Seafood & Bar,110,4.045454545454546,110
9381ba3d6458,McDonald's,110,2.309090909090909,110
937a3a92027b,Kung Fu BBQ,110,3.272727272727273,110
93388391a87e,Red Herring Vegetarian Restaurant,110,4.536363636363636,110
9264a9f01cc2,Hickory River Smokehouse,110,3.672727272727273,110
92500fb9fa85,Masijta Grill korean BBQ,110,3.227272727272727,110
917a2543a2e6,Papa Del's Pizza Factory,110,3.7181818181818183,110
9118852f51e8,Dunkin',110,2.536363636363636,110
cc25680a6987,Tapas Barcelona,110,4.545454545454546,110
cc2b6d225784,Chili's Grill & Bar,110,3.672727272727273,110
ccdb266ca75a,Menards,110,3.381818181818182,110
8c1afebde430,Po' Boys,110,4.418181818181818,110
cd81f88a831d,University of Illinois Urbana-Champaign,110,4.427272727272728,110
8b144f594c40,7 Brew Coffee,110,3.9727272727272727,110
8b0d75600d44,Subway,110,3.690909090909091,110
cb4d91fe181d,Sol Del Mar Mexican Bar and Grill,110,4.127272727272727,110
9b796e63d7d8,Gordon Food Service Store,110,4.154545454545454,110
c6dfb305da88,Starbucks,110,3.9454545454545453,110
9be12bd5d51b,Huaraches Moroleon,110,4.5,110
a5ca1533cfb9,Ollie's Bargain Outlet,110,4.463636363636364,110
a561b544be07,Sunnyside Cannabis Dispensary - Champaign,110,4.581818181818182,110
a4ff86df1c1a,Subway,110,3.3727272727272726,110
a3fa79f51519,Monical's Pizza,110,3.463636363636364,110
a3e9d068a50b,Napolis Italian Restaurant,110,4.372727272727273,110
c6e0c719a9b0,Lowe's Home Improvement,110,2.5636363636363635,110
a2957fb60d72,C-U La La Noodle,110,3.9272727272727272,110
a2718f995aed,Strawberry Fields Cafe,110,4.181818181818182,110
a1b4239b3cd5,Pour Bros. Craft Taproom,110,4.318181818181818,110
a1ae43f9ff49,Addiour Perfume,110,4.963636363636364,110
a1adc0b9a815,Sam Leman Chevrolet Cadillac of Champaign,110,4.527272727272727,110
a1a199039c23,Dos Reales Mexican Restaurant,110,4.372727272727273,110
a16255b44ea9,Seven Saints,110,4.4363636363636365,110
c8f50280c20f,Domino's Pizza,110,3.309090909090909,110
c9157a20910d,Starbucks,110,3.3181818181818183,110
a0a9ad771122,Champaign Chrysler Dodge Jeep Ram,110,3.7818181818181817,110
a03b3ac2068f,Hacienda Rebollo,110,4.0181818181818185,110
9fd88a793ef6,Guido's Bar & Grill,110,3.7818181818181817,110
9faf4b14acd0,Cold Stone Creamery,110,3.9363636363636365,110
9fac6312f752,Aroma Cafe,110,4.463636363636364,110
c915d5cd64a1,The Courier Cafe,110,3.3545454545454545,110
9e6959fba20c,Lanxang Thai Restaurant,110,4.572727272727272,110
c91fa9e6fb87,Raising Cane's Chicken Fingers,110,3.7363636363636363,110
9e2b99dba1f5,Dimsum house,110,4.8,110
c9bd8abf7252,Jimmy John's,110,2.772727272727273,110
9ddba9465bbd,Espresso Royale Cafe Campustown,110,4.090909090909091,110
9db983d5871f,Black Dog Smoke & Ale House,110,4.181818181818182,110
5bb96aba13a8,Pizza Hut,110,2.8181818181818183,110
5e6ac8c16ef8,McDonald's,110,2.0454545454545454,110
5ad0856cb676,Common Ground Food Co-op,110,4.609090909090909,110
f0351c2af68f,Casa Real Mexican Restaurant,110,4.7,110
220adcc8d886,Moon Glo Bar & Grill,110,4.3090909090909095,110
21cdab2ad043,No Regrets Tattoos & Body Piercing,110,4.109090909090909,110
f061b0d22553,JCPenney,110,3.5545454545454547,110
2152a6767735,Mo's Burritos Bar & Grill,110,4.763636363636364,110
213eeb527be0,Wendy's,110,2.727272727272727,110
1ff7da83fffd,Sushi Man,110,4.836363636363636,110
1fbdd9d24821,Martinelli's Market - Bakery & Deli,110,4.363636363636363,110
1fb75fed0271,Dop's Jerk House,110,4.3545454545454545,110
f103c6573cbd,Ikenberry Dining Center,110,4.081818181818182,110
1f05f2d4e184,Style and Grace Salon & Day Spa,110,4.1454545454545455,110
1edd86ac427f,Daily Bread Soup Kitchen,110,4.709090909090909,110
1e5fe96eedb7,Casey's,110,3.4363636363636365,110
f114f61f56f6,Mia Za's,110,3.981818181818182,110
f13d25f5b300,Insomnia Cookies,110,3.327272727272727,110
1e4473a38183,Merry Ann's Diner,110,4.4,110
1d5ebc94a169,Encanto Restaurant and Bar,110,4.5181818181818185,110
1cf978d7ac13,McDonald's,110,2.327272727272727,110
1cb223a88e07,Cowboy Monkey,110,4.036363636363636,110
1c09722401d0,Five Below,110,4.3090909090909095,110
f184c051348c,Jet's Pizza,110,3.2545454545454544,110
f21f4a293dd3,Domino's Pizza,110,2.090909090909091,110
1ac8371ceb67,Rick's Bakery,110,4.681818181818182,110
1a69fe14fbb5,Espresso Royale Cafe - Village Green,110,4.254545454545455,110
1a62e4f723f8,Kohl's,110,3.609090909090909,110
19c480047671,Wendy's,110,2.690909090909091,110
f242a66baff1,Esquire Lounge,110,4.181818181818182,110
17cb770a375a,Domino's Pizza,110,2.327272727272727,110
222e591c9be6,Chick-fil-A,110,4.0181818181818185,110
22badac74f2e,POKE LAB CHAMPAIGN,110,3.7545454545454544,110
3048f673be83,Jimmy John's,110,4.054545454545455,110
22ce50fd081d,Illini Inn,110,4.054545454545455,110
ee38c029735d,Moe's Southwest Grill,110,3.2818181818181817,110
2f348641b097,Joe's Brewery,110,3.7363636363636363,110
ee92128000b5,La Mixteca Restaurant,110,4.072727272727272,110
2ea6a0f606a6,Dave's Hot Chicken,110,4.654545454545454,110
2e495cb33713,Espresso Royale Cafe - Oregon Street,110,4.027272727272727,110
ee92e46c4920,Sushi Siam,110,4.6454545454545455,110
2d2cc660be37,Ye Olde Donut Shoppe,110,4.6454545454545455,110
efaa59225538,Jurassic Grill Champaign,110,3.9454545454545453,110
5a753f511598,ILLINI GRAB & GO,110,4.9818181818181815,110
efdb1072f188,Hole In the Wall,110,4.472727272727273,110
2b84d0ce3d41,Las Palmas Mexican Grill,110,4.027272727272727,110
2b50aa5c4e5c,Jumbo Crab,110,4.3090909090909095,110
2b4697811595,Casa Del Mar,110,4.463636363636364,110
2a763d8eb8a7,ALDI,110,4.254545454545455,110
29fbbea1c4b1,Exotic's Smoke Shop,110,4.827272727272727,110
285184a0a544,Arby's,110,3.2545454545454544,110
278dae96ae41,JB Hawks Discount Tobacco and Vape,110,4.3,110
272488d48549,McDonald's,110,1.8545454545454545,110
eff62402bfd6,Steak 'n Shake,110,2.418181818181818,110
267ffeb0f3b9,Silvercreek,110,4.209090909090909,110
f02876b40688,Burger King,110,1.990909090909091,110
25d0e1a71b5b,Chinatown Buffet,110,4.027272727272727,110
25c10b645f3c,The Original Pancake House,110,4.6454545454545455,110
255bc514e3d1,Big J J Fish & Chicken,110,4.072727272727272,110
252d5b6ede97,"Japan House, University of Illinois at Urbana-Champaign",110,4.881818181818182,110
240e5f34e4e3,Art Mart,110,4.454545454545454,110
2302e180821e,Taco Bell,110,3.1,110
17a9cafac7d4,The Venue CU,110,4.754545454545455,110
16a70f0cd730,Crossroads Corner Consignment,110,4.427272727272728,110
15b85aa50981,Papa Johns Pizza,110,2.9545454545454546,110
1558febb1d49,Plant Mode,110,4.927272727272728,110
f9bd1107b762,Susuru Ramen Bar,110,4.618181818181818,110
09b8b98c00a6,Arby's,110,3.2363636363636363,110
09866010030d,Avionics - Flying Machine Coffee,110,4.527272727272727,110
f9d8e84d7e3a,Taco Bell,110,2.963636363636364,110
091ce9f4599e,Niemann Ace Hardware,110,4.381818181818182,110
fa3a3886fca8,Niro's Gyros,110,4.290909090909091,110
fa81cbe9cdff,Sam's Cafe,110,4.581818181818182,110
fae400469007,Jane Addams Book Shop,110,4.8090909090909095,110
07db5f31cff0,BIBIBOP Asian Grill,110,4.627272727272727,110
fafd171010b2,Taco Motorizado,110,4.4818181818181815,110
fbad2153774f,KAMS,110,2.609090909090909,110
064a61b6172a,Subway,110,3.6545454545454548,110
063eed162160,Latea Bubble Tea and Coffee,110,4.136363636363637,110
061318f93fe0,Pekara Bakery And Bistro,110,4.209090909090909,110
05151a007779,Garcia's Pizza In A Pan,110,3.481818181818182,110
04dd9f532e5f,Manzella's Italian Patio,110,4.390909090909091,110
04b23ff020ab,El Toro at the Fields,110,4.209090909090909,110
0469598246c0,Taco Bell,110,2.963636363636364,110
045b2691b723,Jerusalem Middle Eastern Cuisine,110,4.490909090909091,110
03cbed5dc417,Sushi Ichiban,110,3.409090909090909,110
02cb79c4a30a,bb.q Chicken Urbana Champaign,110,4.363636363636363,110
fbfea704e2fa,Bunny's Tavern,110,4.509090909090909,110
02b0d9b2293c,25 O'Clock Brewing Company,110,4.4,110
022f5c3b772c,Ittonken一豚轩,110,4.845454545454546,110
fd4b35c19b9d,7 Brew Coffee,110,4.372727272727273,110
0175c34194d4,Suzu's Bakery,110,4.663636363636364,110
feab8ed6442e,The Urbana Free Library,110,4.8,110
0a46b2a7652f,Enchantment Alley,110,4.7272727272727275,110
0a8e04f5b3c5,Texas de Brazil - Orland Park,110,4.209090909090909,110
0aa7dd56db39,Panda Express,110,3.4272727272727272,110
f76a3657a37d,Kohinoor Indian Restaurant and Lounge,110,4.327272727272727,110
152d9e1e3861,Farmhouse Restaurant,110,4.236363636363636,110
f27384418ac2,University of Illinois Arboretum,110,4.8090909090909095,110
142733e7b70f,Steak 'n Shake,110,2.672727272727273,110
f3812fcc4912,Starbucks,110,3.7545454545454544,110
13c11816899c,El Toro Bravo,110,3.7636363636363637,110
1390c7e9b7b9,Houlihan's,110,3.7363636363636363,110
f385e68de794,La Bahía Grill,110,4.390909090909091,110
117316a52493,Schnucks Champaign,110,3.8454545454545452,110
f55d71a12a77,Beads N Botanicals,110,4.1909090909090905,110
10e74a6224d5,Smoke Station 999,110,4.7727272727272725,110
f5628a3c62e0,Culver’s,110,4.127272727272727,110
10a6818df139,Culver’s,110,4.045454545454546,110
f78c832135cd,La Bamba Mexican Restaurant,110,3.809090909090909,110
0ad06592884c,Los Hidalguense Taco Truck,110,4.736363636363636,110
0f4f23bc17db,Timpone's,110,4.081818181818182,110
f81a86a27320,It’ll Do Bar & Grill,110,4.427272727272728,110
0e40814e15db,Spoon House Korean Kitchen,110,3.8454545454545452,110
f8bc5512ddca,Smallcakes Cupcakery and Creamery,110,4.409090909090909,110
0e195bf85158,Red Robin Gourmet Burgers and Brews,110,3.409090909090909,110
0d4f38e3caa4,Los Paisas,110,4.454545454545454,110
0cc7a7c8074f,Salt & Light,110,4.390909090909091,110
0bdf7d60874d,Breaking Taco,110,4.372727272727273,110
0bd084426ae7,Clark Bar,110,4.536363636363636,110
0b905397a5b2,Old Farm Shops,110,4.509090909090909,110
0b72edfddfc5,Fiesta Cafe,110,4.1909090909090905,110
f8f9b8442895,Meijer,110,3.4909090909090907,110
2f6a7f53fdb3,Walnut Street Tea Company,110,4.8090909090909095,110
